8317.44,6.61496e+94,2.69585e+94,7.27199e+192,0.938556,0.0614436
8317.44,8.18492e+94,2.33313e+94,2.17874e+193,0.938552,0.0614482
8317.44,8.47138e+94,1.93838e+94,3.38373e+193,0.938555,0.0614446
424.092,8.92508e+94,1.79929e+94,5.18312e+193,0.938548,0.0614515
4378.05,8.90085e+94,1.59158e+94,6.33678e+193,0.938553,0.0614471
8317.44,1.00525e+95,1.59805e+94,9.19963e+193,0.938549,0.0614508
8317.44,1.09042e+95,1.55098e+94,1.17955e+194,0.93855,0.06145
2287.06,1.11991e+95,1.46287e+94,1.3706e+194,0.938552,0.0614481
8317.44,1.04167e+95,1.31644e+94,1.40472e+194,0.93856,0.0614396
8317.44,1.07346e+95,1.2764e+94,1.63034e+194,0.93855,0.0614503
8317.44,1.1027e+95,1.23284e+94,1.8404e+194,0.938551,0.0614486
2899,1.09008e+95,1.16847e+94,1.96747e+194,0.938553,0.0614467
5868.98,1.04209e+95,1.09811e+94,2.0393e+194,0.938547,0.0614532
8290.16,1.03576e+95,1.06146e+94,2.20983e+194,0.938549,0.0614515
8317.44,1.05041e+95,1.03468e+94,2.41043e+194,0.93855,0.0614497
8317.44,1.05674e+95,1.00721e+94,2.59881e+194,0.938549,0.0614505
1540.58,1.03112e+95,9.65262e+93,2.69451e+194,0.938551,0.0614494
7038.18,1.00681e+95,9.26287e+93,2.78177e+194,0.938551,0.0614494
1589.73,9.88e+94,8.93468e+93,2.88367e+194,0.938549,0.0614513
938.909,9.99188e+94,8.76608e+93,3.07577e+194,0.938551,0.061449
8317.44,9.72616e+94,8.41934e+93,3.12803e+194,0.938556,0.0614435
4481.01,9.67221e+94,8.22634e+93,3.27742e+194,0.938548,0.0614519
7882.82,9.50192e+94,7.98284e+93,3.37317e+194,0.938552,0.0614481
3516.2,9.49966e+94,7.80616e+93,3.51208e+194,0.938551,0.0614491
8317.44,9.60867e+94,7.67543e+93,3.68432e+194,0.938553,0.0614465
8317.44,9.48866e+94,7.45035e+93,3.75466e+194,0.938556,0.0614435
8317.44,9.31637e+94,7.24659e+93,3.83055e+194,0.93855,0.0614503
2660.42,9.23754e+94,7.09318e+93,3.94695e+194,0.938549,0.061451
2484.42,9.32945e+94,6.9736e+93,4.0924e+194,0.938555,0.0614449
1679.95,9.40971e+94,6.91501e+93,4.30622e+194,0.938549,0.0614506
8317.44,9.29139e+94,6.75181e+93,4.38358e+194,0.938552,0.0614477
8317.44,9.29749e+94,6.60964e+93,4.47635e+194,0.938559,0.0614406
8317.44,9.2666e+94,6.508e+93,4.61519e+194,0.938548,0.0614518
9313.77,9.44675e+94,6.50119e+93,4.88892e+194,0.938549,0.0614509
8317.44,9.36429e+94,6.40108e+93,5.02236e+194,0.938546,0.0614543
2551.83,9.17491e+94,6.24571e+93,5.05858e+194,0.938552,0.061448
8317.44,9.41204e+94,6.27016e+93,5.3855e+194,0.938549,0.0614509
8317.44,9.46885e+94,6.20507e+93,5.56322e+194,0.938552,0.0614483
4508.22,9.33265e+94,6.06567e+93,5.59952e+194,0.938561,0.0614387
8317.44,9.1418e+94,5.91678e+93,5.60467e+194,0.938575,0.0614249
8317.44,9.09476e+94,5.81706e+93,5.69159e+194,0.938556,0.0614443
2072.35,9.13132e+94,5.76939e+93,5.87514e+194,0.93855,0.0614497
8317.44,9.27779e+94,5.75401e+93,6.1255e+194,0.938549,0.0614505
3981.49,9.19111e+94,5.66511e+93,6.21702e+194,0.938549,0.0614507
1366.01,9.17952e+94,5.58492e+93,6.32003e+194,0.938556,0.0614438
8317.44,9.0469e+94,5.4697e+93,6.33433e+194,0.93857,0.0614298
4491.47,9.04776e+94,5.42335e+93,6.50112e+194,0.938548,0.0614517
8317.44,9.17097e+94,5.41938e+93,6.77082e+194,0.938548,0.0614518
8317.44,9.15983e+94,5.37331e+93,6.93639e+194,0.938546,0.0614537
1828.49,9.12561e+94,5.2969e+93,7.01844e+194,0.938553,0.0614472
873.474,9.06517e+94,5.22714e+93,7.11089e+194,0.93855,0.0614502
3005.82,8.99306e+94,5.14823e+93,7.17095e+194,0.938556,0.0614445
2134,8.91837e+94,5.06259e+93,7.20364e+194,0.938565,0.061435
8317.44,8.81485e+94,4.9752e+93,7.22205e+194,0.938567,0.0614335
8317.44,8.79083e+94,4.91521e+93,7.31244e+194,0.938556,0.061444
8317.44,8.7691e+94,4.86179e+93,7.41687e+194,0.938553,0.0614465
7844.53,8.78359e+94,4.82755e+93,7.57626e+194,0.93855,0.0614498
2208.69,8.75018e+94,4.7814e+93,7.69513e+194,0.938548,0.0614522
8317.44,8.76733e+94,4.73901e+93,7.82226e+194,0.938555,0.0614453
1554.41,8.8914e+94,4.75266e+93,8.13634e+194,0.938548,0.0614516
8317.44,8.95748e+94,4.72318e+93,8.30584e+194,0.938555,0.0614453
8317.44,9.03073e+94,4.7032e+93,8.50801e+194,0.938551,0.0614485
576.869,9.16376e+94,4.71043e+93,8.81175e+194,0.938548,0.0614517
8317.44,9.10502e+94,4.65699e+93,8.88854e+194,0.938554,0.0614464
987.147,9.04275e+94,4.60092e+93,8.94899e+194,0.938554,0.0614455
8317.44,9.17141e+94,4.60243e+93,9.23257e+194,0.938551,0.0614486
959.04,9.26986e+94,4.59199e+93,9.47142e+194,0.938551,0.0614486
8317.44,9.30157e+94,4.57938e+93,9.70277e+194,0.938547,0.0614528
8317.44,9.33e+94,4.55573e+93,9.88731e+194,0.938551,0.0614495
8317.44,9.44734e+94,4.56774e+93,1.02297e+195,0.938549,0.0614513
8317.44,9.43637e+94,4.52816e+93,1.03425e+195,0.938554,0.0614465
2577.1,9.36731e+94,4.47571e+93,1.03909e+195,0.938556,0.0614444
3636.27,9.37873e+94,4.43835e+93,1.0504e+195,0.938557,0.0614431
8317.44,9.37455e+94,4.40754e+93,1.06444e+195,0.938552,0.0614484
4695.19,9.36122e+94,4.37345e+93,1.07655e+195,0.93855,0.0614496
616.284,9.33613e+94,4.33846e+93,1.08783e+195,0.938553,0.0614472
999.279,9.35947e+94,4.3153e+93,1.10476e+195,0.938552,0.0614485
8317.44,9.3346e+94,4.27406e+93,1.11208e+195,0.938557,0.0614425
8317.44,9.39283e+94,4.27001e+93,1.13862e+195,0.938547,0.061453
8317.44,9.43832e+94,4.24954e+93,1.15646e+195,0.938554,0.0614462
8317.44,9.45402e+94,4.22399e+93,1.17134e+195,0.938552,0.0614478
8317.44,9.46092e+94,4.20063e+93,1.1872e+195,0.938551,0.0614493
1771.94,9.42658e+94,4.16501e+93,1.19579e+195,0.938553,0.0614473
2777.37,9.37762e+94,4.12523e+93,1.20149e+195,0.938555,0.061445
6315.73,9.30889e+94,4.08388e+93,1.20573e+195,0.938554,0.061446
8317.44,9.39766e+94,4.08742e+93,1.23641e+195,0.938549,0.061451
8317.44,9.34875e+94,4.05394e+93,1.24468e+195,0.93855,0.0614504
8614.6,9.40485e+94,4.0435e+93,1.26691e+195,0.938551,0.061449
8317.44,9.35229e+94,4.00334e+93,1.27026e+195,0.938564,0.0614357
1220.76,9.40904e+94,3.99656e+93,1.29457e+195,0.938551,0.0614492
8191.44,9.46683e+94,3.99569e+93,1.32292e+195,0.938548,0.0614521
415.829,9.45856e+94,3.97712e+93,1.33961e+195,0.938546,0.0614536
2689.19,9.48222e+94,3.96059e+93,1.35754e+195,0.938552,0.0614483
6907.06,9.49877e+94,3.95048e+93,1.37982e+195,0.938547,0.0614532
8317.44,9.41926e+94,3.91252e+93,1.38237e+195,0.938554,0.0614458
8317.44,9.44486e+94,3.8962e+93,1.39988e+195,0.938554,0.0614463
8097.73,9.4423e+94,3.87903e+93,1.41662e+195,0.938548,0.0614515
4741.91,9.40804e+94,3.84938e+93,1.42396e+195,0.938552,0.061448
8317.44,9.4772e+94,3.85018e+93,1.45378e+195,0.93855,0.0614504
8317.44,9.4307e+94,3.81874e+93,1.45917e+195,0.938556,0.0614436
